Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P▼,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
372,Kevin Knox\knoxke01,SF,22,NYK,5,0,18,2,5,.400,1,3,.333,1,2,.500,.500,1,2,.500,2,0,2,1,0,0,2,2,6
373,Jake Layman\laymaja01,SF,27,MIN,7,0,34,3,10,.300,1,4,.250,2,6,.333,.350,0,0,,1,4,5,0,1,1,2,1,7
374,Boban Marjanović\marjabo01,C,33,DAL,13,0,81,29,45,.644,1,2,.500,28,43,.651,.656,6,13,.462,6,20,26,2,0,2,8,16,65
375,Skylar Mays\mayssk01,SG,24,ATL,7,0,19,4,5,.800,1,2,.500,3,3,1.000,.900,5,5,1.000,0,2,2,1,0,0,2,2,14
376,Jaylen Nowell\nowelja01,SG,22,MIN,11,0,64,12,33,.364,1,8,.125,11,25,.440,.379,2,2,1.000,3,7,10,9,3,3,1,3,27
377,David Nwaba\nwabada01,SF,29,HOU,15,0,176,23,52,.442,1,13,.077,22,39,.564,.452,14,22,.636,8,38,46,10,10,4,8,15,61
378,KZ Okpala\okpalkz01,PF,22,MIA,12,0,71,5,19,.263,1,10,.100,4,9,.444,.289,6,8,.750,5,8,13,4,1,1,0,6,17
379,Eugene Omoruyi\omorueu01,SF,24,DAL,4,0,18,2,5,.400,1,2,.500,1,3,.333,.500,2,4,.500,2,5,7,2,0,0,0,2,7
380,Kevin Pangos\pangoke01,PG,29,CLE,8,0,24,1,3,.333,1,2,.500,0,1,.000,.500,1,2,.500,1,0,1,3,1,0,3,2,4
381,Jamorko Pickett\pickeja01,PF,24,DET,3,0,9,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,0,0,0,0,0,1,0,3
382,Jahmi'us Ramsey\ramseja01,SG,20,SAC,7,0,46,5,14,.357,1,6,.167,4,8,.500,.393,2,4,.500,0,0,0,2,0,1,0,3,13
383,Day'Ron Sharpe\sharpda01,PF,20,BRK,8,0,36,9,17,.529,1,3,.333,8,14,.571,.559,2,5,.400,8,9,17,0,2,2,6,4,21
384,Javonte Smart\smartja01,PG,22,MIL,2,0,38,5,10,.500,1,4,.250,4,6,.667,.550,3,4,.750,3,4,7,4,0,0,2,3,14
385,Isaiah Stewart\stewais01,C,20,DET,21,21,531,70,128,.547,1,11,.091,69,117,.590,.551,16,23,.696,52,116,168,23,8,26,22,52,157
386,JT Thor\thorjt01,PF,19,CHO,4,0,35,3,8,.375,1,5,.200,2,3,.667,.438,1,2,.500,0,4,4,2,0,1,0,4,8
387,Duane Washington Jr.\washidu02,PG,21,IND,2,0,4,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,,0,1,1,0,0,0,0,0,5
388,Joe Wieskamp\wieskjo01,SG,22,SAS,3,0,8,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,0,0,0,0,0,0,1,3
389,Justise Winslow\winslju01,SF,25,LAC,16,0,129,15,40,.375,1,8,.125,14,32,.438,.388,2,4,.500,8,27,35,17,7,5,14,11,33
390,McKinley Wright IV\wrighmc01,PG,23,MIN,1,0,4,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,0,0,0,0,0,1,0,3
391,Steven Adams\adamsst01,C,28,MEM,24,24,592,63,120,.525,0,0,,63,120,.525,.525,46,70,.657,91,114,205,65,20,18,36,42,172
392,Bam Adebayo\adebaba01,C,24,MIA,18,18,592,126,243,.519,0,1,.000,126,242,.521,.519,85,112,.759,49,134,183,57,20,6,53,59,337
393,Thanasis Antetokounmpo\antetth01,SF,29,MIL,20,5,257,30,62,.484,0,6,.000,30,56,.536,.484,10,17,.588,21,42,63,15,10,4,13,35,70
394,Joel Ayayi\ayayijo01,SG,21,WAS,4,0,10,0,0,,0,0,,0,0,,,0,0,,0,2,2,2,0,0,0,0,0
395,Udoka Azubuike\azubuud01,C,22,UTA,4,0,8,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,3,4,0,0,0,1,0,2
396,Charles Bassey\bassech01,PF,21,PHI,10,0,81,12,18,.667,0,3,.000,12,15,.800,.667,5,7,.714,10,19,29,2,1,7,3,11,29
397,Khem Birch\birchkh01,C,29,TOR,15,3,344,40,80,.500,0,6,.000,40,74,.541,.500,24,33,.727,48,37,85,20,15,7,9,27,104
398,Bol Bol\bolbo01,PF,22,DEN,10,0,47,7,15,.467,0,3,.000,7,12,.583,.467,1,3,.333,2,12,14,2,1,2,0,3,15
399,Isaac Bonga\bongais01,SF,22,TOR,8,0,35,1,6,.167,0,2,.000,1,4,.250,.167,2,4,.500,2,2,4,2,4,1,1,5,4
400,Tony Bradley\bradlto01,C,24,CHI,19,7,241,31,55,.564,0,0,,31,55,.564,.564,5,7,.714,26,54,80,8,1,11,12,25,67
401,Greg Brown III\browngr01,SF,20,POR,11,0,51,7,20,.350,0,4,.000,7,16,.438,.350,2,7,.286,5,9,14,5,2,4,2,7,16
402,Moses Brown\brownmo01,C,22,DAL,9,1,34,5,6,.833,0,0,,5,6,.833,.833,5,10,.500,2,7,9,0,1,2,4,7,15
403,Devontae Cacok\cacokde01,PF,25,SAS,1,0,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,1,2,1,0,0,0,0,2
404,Clint Capela\capelca01,C,27,ATL,25,25,747,127,223,.570,0,1,.000,127,222,.572,.570,31,61,.508,101,216,317,33,22,36,16,61,285
405,Vernon Carey Jr.\careyve01,C,20,CHO,1,0,1,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,0,0
406,Justin Champagnie\champju01,SF,20,TOR,10,0,38,3,9,.333,0,1,.000,3,8,.375,.333,4,4,1.000,6,4,10,1,0,1,0,6,10
407,Nicolas Claxton\claxtni01,C,22,BRK,6,3,100,14,24,.583,0,0,,14,24,.583,.583,4,11,.364,5,26,31,4,0,4,5,12,32
408,Tyler Cook\cookty01,PF,24,CHI,1,0,12,2,3,.667,0,0,,2,3,.667,.667,2,2,1.000,0,2,2,2,0,0,1,1,6
409,Sharife Cooper\coopesh01,PG,20,ATL,5,0,11,1,4,.250,0,2,.000,1,2,.500,.250,0,0,,0,0,0,4,0,0,1,0,2
410,Petr Cornelie\cornepe01,PF,26,DEN,6,0,22,2,9,.222,0,5,.000,2,4,.500,.222,0,0,,5,4,9,3,0,0,2,4,4
411,Ed Davis\davised01,C,32,CLE,9,2,77,7,10,.700,0,0,,7,10,.700,.700,1,2,.500,4,25,29,1,2,4,3,9,15
412,Sam Dekker\dekkesa01,PF,27,TOR,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
413,Devon Dotson\dotsode01,PG,22,CHI,3,0,14,1,3,.333,0,2,.000,1,1,1.000,.333,2,2,1.000,0,5,5,3,0,0,1,2,4
414,Jeff Dowtin\dowtije01,PG,24,GSW,3,0,10,2,4,.500,0,0,,2,4,.500,.500,0,0,,0,2,2,0,0,0,0,1,4
415,Andre Drummond\drumman01,C,28,PHI,23,10,483,61,126,.484,0,1,.000,61,125,.488,.484,26,49,.531,76,159,235,47,22,27,40,61,148
416,Drew Eubanks\eubandr01,C,24,SAS,22,8,318,44,87,.506,0,4,.000,44,83,.530,.506,35,44,.795,28,72,100,30,9,18,28,34,123
417,Tacko Fall\fallta01,C,26,CLE,7,0,19,1,2,.500,0,0,,1,2,.500,.500,1,4,.250,1,4,5,0,0,1,1,0,3
418,Bruno Fernando\fernabr01,C,23,BOS,8,0,18,2,3,.667,0,0,,2,3,.667,.667,0,0,,1,1,2,1,0,1,3,3,4
419,Malik Fitts\fittsma01,PF,24,UTA,3,0,7,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,0,0
420,Trent Forrest\forretr01,PG,23,UTA,16,0,122,9,15,.600,0,2,.000,9,13,.692,.600,7,8,.875,4,14,18,10,4,0,10,9,25
421,Daniel Gafford\gaffoda01,C,23,WAS,22,22,459,86,129,.667,0,0,,86,129,.667,.667,27,39,.692,44,88,132,21,12,42,24,58,199
422,Marcus Garrett\garrema01,SG,23,MIA,4,0,10,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,2,0,0,0,1,0
423,Taj Gibson\gibsota01,C,36,NYK,11,0,205,15,31,.484,0,3,.000,15,28,.536,.484,7,9,.778,21,31,52,8,4,14,11,36,37
424,Rudy Gobert\goberru01,C,29,UTA,23,23,734,122,167,.731,0,1,.000,122,166,.735,.731,98,145,.676,69,268,337,23,22,52,45,59,342
425,Josh Green\greenjo02,SG,21,DAL,12,0,61,8,15,.533,0,2,.000,8,13,.615,.533,0,2,.000,4,7,11,4,3,1,2,7,16
426,Udonis Haslem\hasleud01,C,41,MIA,5,0,23,3,6,.500,0,1,.000,3,5,.600,.500,0,0,,1,5,6,1,0,1,0,5,6
427,Sam Hauser\hausesa01,SF,24,BOS,2,0,5,0,2,.000,0,2,.000,0,0,,.000,0,0,,0,1,1,0,1,0,0,1,0
428,Aaron Henry\henryaa01,SF,22,PHI,1,0,2,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0
429,Jay Huff\huffja01,C,23,LAL,1,0,8,0,1,.000,0,1,.000,0,0,,.000,0,0,,1,1,2,1,0,0,0,0,0
430,Elijah Hughes\hugheel01,SF,23,UTA,6,0,17,0,2,.000,0,1,.000,0,1,.000,.000,2,2,1.000,0,1,1,0,0,0,1,2,2
431,Chandler Hutchison\hutchch01,SF,25,PHO,3,0,9,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,4,4,1,0,0,3,1,2
432,Isaiah Jackson\jacksis01,PF,20,IND,5,0,30,4,11,.364,0,0,,4,11,.364,.364,1,2,.500,3,6,9,0,1,1,1,9,9
433,DeJon Jarreau\jarrede01,SG,24,IND,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
434,Alize Johnson\johnsal02,PF,25,CHI,14,0,104,12,21,.571,0,1,.000,12,20,.600,.571,3,5,.600,14,18,32,8,3,0,7,12,27
435,David Johnson\johnsda08,SG,20,TOR,2,0,2,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0
436,Keon Johnson\johnske07,SG,19,LAC,3,0,16,0,4,.000,0,1,.000,0,3,.000,.000,4,4,1.000,1,2,3,2,1,0,1,3,4
437,Kai Jones\joneska01,C,21,CHO,6,0,8,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,0,0,0,3,0,2
438,Tre Jones\jonestr01,PG,22,SAS,21,0,213,34,71,.479,0,5,.000,34,66,.515,.479,11,11,1.000,3,21,24,31,9,0,13,16,79
439,DeAndre Jordan\jordade01,C,33,LAL,20,16,276,45,64,.703,0,0,,45,64,.703,.703,6,10,.600,34,86,120,8,7,17,16,35,96
440,Nathan Knight\knighna01,PF,24,MIN,9,0,34,5,7,.714,0,0,,5,7,.714,.714,7,10,.700,4,6,10,3,1,2,3,5,17
441,Vit Krejci\krejcvi01,SG,21,OKC,3,0,9,0,2,.000,0,2,.000,0,0,,.000,2,2,1.000,0,3,3,0,0,0,1,0,2
442,Kevon Looney\looneke01,C,25,GSW,24,24,426,51,99,.515,0,1,.000,51,98,.520,.515,23,41,.561,59,93,152,26,12,17,16,58,125
443,Robin Lopez\lopezro01,C,33,ORL,8,1,121,22,37,.595,0,1,.000,22,36,.611,.595,10,16,.625,12,9,21,8,0,5,9,14,54
444,Didi Louzada\louzama01,SF,22,NOP,2,0,7,0,3,.000,0,3,.000,0,0,,.000,0,0,,2,0,2,1,0,0,0,0,0
445,Miles McBride\mcbrimi01,PG,21,NYK,6,0,8,1,9,.111,0,6,.000,1,3,.333,.111,0,0,,1,0,1,1,1,1,0,1,2
446,JaVale McGee\mcgeeja01,C,34,PHO,24,6,372,104,156,.667,0,0,,104,156,.667,.667,33,51,.647,57,110,167,13,8,20,39,58,241
447,JaQuori McLaughlin\mclauja01,PG,24,DAL,2,0,5,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,2,0,0,0,0,0
448,RJ Nembhard\nembhrj01,SG,22,CLE,2,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,1,0,0,0,0,2
449,Daishen Nix\nixda01,SG,19,HOU,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0
450,Nerlens Noel\noelne01,C,27,NYK,11,4,261,16,31,.516,0,2,.000,16,29,.552,.516,12,13,.923,28,40,68,10,12,14,12,32,44
451,Miye Oni\onimi01,SG,24,UTA,10,0,30,1,5,.200,0,4,.000,1,1,1.000,.200,0,1,.000,0,4,4,3,0,0,1,4,2
452,Elfrid Payton\paytoel01,PG,27,PHO,10,0,117,20,43,.465,0,1,.000,20,42,.476,.465,4,8,.500,6,17,23,22,5,0,8,9,44
453,Mason Plumlee\plumlma01,C,31,CHO,20,20,523,59,99,.596,0,0,,59,99,.596,.596,18,52,.346,51,94,145,55,17,20,24,60,136
454,Jakob Poeltl\poeltja01,C,26,SAS,16,15,467,93,151,.616,0,0,,93,151,.616,.616,11,34,.324,67,82,149,38,8,26,23,46,197
455,Yves Pons\ponsyv01,SF,22,MEM,2,0,4,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,0,1,0,0,0,0,0,0
456,Paul Reed\reedpa01,C,22,PHI,14,2,137,18,35,.514,0,3,.000,18,32,.563,.514,0,0,,16,22,38,8,9,9,6,21,36
457,Nick Richards\richani01,C,24,CHO,21,3,188,31,44,.705,0,0,,31,44,.705,.705,13,16,.813,21,24,45,6,4,13,12,30,75
458,Mitchell Robinson\robinmi01,C,23,NYK,21,20,531,60,80,.750,0,0,,60,80,.750,.750,28,46,.609,69,99,168,15,10,37,13,57,148
459,Wayne Selden\seldewa01,SG,27,NYK,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
460,Marko Simonovic\simonma01,C,22,CHI,2,0,8,0,1,.000,0,1,.000,0,0,,.000,1,2,.500,0,1,1,0,0,0,1,0,1
461,Jericho Sims\simsje01,PF,23,NYK,8,0,54,3,3,1.000,0,0,,3,3,1.000,1.000,3,4,.750,2,12,14,0,2,3,2,4,9
462,Jalen Smith\smithja04,PF,21,PHO,7,0,36,7,14,.500,0,2,.000,7,12,.583,.500,6,7,.857,4,11,15,0,1,1,1,3,20
463,Jaden Springer\sprinja01,SG,19,PHI,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
464,Brodric Thomas\thomabr01,SG,25,BOS,2,0,2,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,0,0,1,0,0
465,Tristan Thompson\thomptr01,PF,30,SAC,16,0,221,36,69,.522,0,0,,36,69,.522,.522,19,34,.559,38,49,87,10,5,6,11,27,91
466,Jarred Vanderbilt\vandeja01,PF,22,MIN,23,16,530,55,102,.539,0,7,.000,55,95,.579,.539,24,29,.828,73,121,194,27,30,18,24,66,134
467,Ish Wainright\wainris01,PF,27,PHO,6,0,27,1,7,.143,0,3,.000,1,4,.250,.143,0,2,.000,3,2,5,2,2,0,2,7,2
468,Trendon Watford\watfotr01,SF,21,POR,5,0,24,5,11,.455,0,0,,5,11,.455,.455,2,3,.667,1,2,3,3,1,1,1,1,12
469,Hassan Whiteside\whiteha01,C,32,UTA,22,0,336,59,101,.584,0,0,,59,101,.584,.584,30,43,.698,44,96,140,6,5,28,22,67,148
470,Robert Williams\williro04,C,24,BOS,18,18,509,74,99,.747,0,0,,74,99,.747,.747,20,31,.645,65,86,151,21,14,33,18,29,168
471,Cassius Winston\winstca01,PG,23,WAS,1,0,4,0,1,.000,0,1,.000,0,0,,.000,2,2,1.000,0,0,0,0,0,0,1,0,2
472,Robert Woodard\woodaro01,SF,22,SAC,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
473,Thaddeus Young\youngth01,PF,33,SAS,19,0,287,60,103,.583,0,3,.000,60,100,.600,.583,7,16,.438,28,39,67,49,19,6,22,27,127
474,Omer Yurtseven\yurtsom01,C,23,MIA,16,0,100,18,35,.514,0,2,.000,18,33,.545,.514,7,10,.700,6,19,25,5,1,7,5,10,43
475,Cody Zeller\zelleco01,C,29,POR,24,0,319,43,76,.566,0,4,.000,43,72,.597,.566,36,47,.766,43,67,110,20,7,6,17,50,122
476,Ivica Zubac\zubaciv01,C,24,LAC,25,25,616,92,138,.667,0,0,,92,138,.667,.667,67,88,.761,62,141,203,28,12,24,28,51,251
